Terms,co-occurrence_counts
) - film,1
transpar - two,1
transpar - frame,2
transpar - (,3
transpar - often,1
transpar - ),1
transpar - film,2
transpar - would,1
transpar - photograph,1
transpar - subject,2
film - frame,2
film - (,1
film - often,1
film - ),1
film - transpar,2
film - would,1
film - photograph,1
film - subject,1
film - focu,1
would - often,1
would - transpar,1
would - film,1
would - photograph,2
would - subject,5
would - focu,4
would - would,6
photograph - transpar,1
photograph - film,1
photograph - would,2
photograph - subject,3
photograph - focu,1
subject - transpar,2
subject - film,1
subject - would,5
subject - photograph,3
subject - take,2
subject - second,2
focu - film,1
focu - would,4
focu - photograph,1
focu - take,1
focu - second,1
focu - frame,1
– - second,1
would - take,1
would - second,1
would - frame,2
would - still,2
take - subject,2
take - focu,1
take - would,1
take - second,1
take - frame,2
second - subject,2
second - focu,1
second - –,1
second - would,1
second - take,1
second - still,1
frame - focu,1
frame - would,2
frame - take,2
frame - time,1
still - would,2
still - second,1
still - subject,2
still - time,2
subject - still,2
subject - subject,4
subject - delib,2
", - delib",1
time - frame,1
time - still,2
time - delib,1
time - focu,1
subject - imag,1
would - delib,2
would - slightli,3
delib - subject,2
"delib - ,",1
delib - time,1
delib - would,2
delib - focu,1
delib - imag,1
delib - slightli,1
delib - overexpo,1
focu - time,1
focu - delib,1
focu - slightli,1
focu - overexpo,1
imag - subject,1
imag - delib,1
imag - slightli,1
imag - overexpo,1
would - overexpo,2
would - sandwich,2
slightli - would,3
slightli - delib,1
slightli - focu,1
slightli - imag,1
slightli - overexpo,1
slightli - sandwich,1
slightli - frame,1
overexpo - delib,1
overexpo - focu,1
overexpo - imag,1
overexpo - would,2
overexpo - slightli,1
overexpo - .,1
overexpo - sandwich,1
overexpo - frame,1
overexpo - togeth,1
. - overexpo,1
. - sandwich,1
would - togeth,1
would - orton,1
sandwich - would,2
sandwich - slightli,1
sandwich - overexpo,1
sandwich - .,1
sandwich - frame,1
sandwich - togeth,1
sandwich - produc,1
sandwich - orton,1
sandwich - call,1
frame - slightli,1
frame - overexpo,1
frame - sandwich,1
frame - togeth,1
frame - orton,1
frame - call,1
frame - “,1
togeth - overexpo,1
togeth - would,1
togeth - sandwich,1
togeth - frame,1
togeth - produc,1
togeth - orton,1
togeth - call,1
togeth - painterli,1
produc - sandwich,1
produc - togeth,1
produc - call,1
produc - “,1
produc - painterli,1
produc - ”,1
orton - would,1
orton - sandwich,1
orton - frame,1
orton - togeth,1
orton - call,1
orton - “,1
orton - painterli,1
orton - ”,2
orton - photograph,2
call - sandwich,1
call - frame,1
call - togeth,1
call - produc,1
call - orton,1
call - painterli,1
call - photograph,1
“ - frame,1
“ - produc,1
“ - orton,1
“ - painterli,1
painterli - togeth,1
painterli - produc,1
painterli - orton,1
painterli - call,1
painterli - “,1
painterli - ”,1
painterli - photograph,1
painterli - .,2
painterli - said,1
"painterli - ,",2
” - produc,1
” - orton,2
” - painterli,1
photograph - orton,2
photograph - call,1
photograph - painterli,1
photograph - said,1
. - painterli,2
said - painterli,1
said - photograph,1
said - orton,1
said - origin,1
said - appli,1
", - painterli",2
orton - said,1
orton - appli,4
effect - origin,1
effect - thank,1
origin - said,1
origin - effect,1
origin - appli,1
origin - darkroom,1
appli - said,1
appli - orton,4
appli - origin,1
appli - darkroom,1
appli - thank,1
appli - power,1
darkroom - origin,1
darkroom - appli,1
darkroom - thank,1
darkroom - power,1
darkroom - photoshop,1
thank - effect,1
thank - appli,1
thank - darkroom,1
thank - photoshop,1
thank - easili,1
thank - recreat,1
power - appli,1
power - darkroom,1
power - photoshop,1
power - easili,1
power - recreat,1
power - effect,1
photoshop - darkroom,1
photoshop - thank,1
photoshop - power,1
easili - thank,1
easili - power,1
easili - effect,1
easili - thing,1
recreat - thank,1
recreat - power,1
recreat - effect,1
recreat - .,1
recreat - thing,1
effect - power,1
effect - easili,1
effect - recreat,1
effect - thing,1
effect - numer,1
. - recreat,1
. - numer,2
thing - easili,1
thing - recreat,1
thing - effect,1
thing - numer,1
thing - achiev,1
photoshop - numer,1
photoshop - achiev,2
photoshop - similar,1
", - numer",1
numer - effect,1
numer - .,2
numer - thing,1
numer - photoshop,1
"numer - ,",1
numer - way,1
numer - achiev,1
numer - similar,1
numer - result,1
way - numer,1
way - achiev,2
way - similar,1
way - result,1
way - howev,1
achiev - thing,1
achiev - photoshop,2
achiev - numer,1
achiev - way,2
achiev - similar,1
achiev - howev,1
similar - photoshop,1
similar - numer,1
similar - way,1
similar - achiev,1
similar - result,1
similar - howev,1
similar - method,1
result - numer,1
result - way,1
result - similar,1
result - howev,1
result - share,2
howev - way,1
howev - achiev,1
howev - similar,1
howev - result,1
howev - produc,1
howev - orton,2
method - similar,1
method - share,1
method - raw,1
share - result,2
share - method,1
share - produc,1
share - orton,3
produc - howev,1
produc - share,1
produc - raw,1
produc - file,2
orton - howev,2
orton - share,3
orton - raw,1
orton - file,1
effect - raw,1
raw - method,1
raw - produc,1
raw - orton,1
raw - effect,1
raw - also,2
raw - work,1
raw - quickli,1
file - produc,2
file - orton,1
file - quickli,1
also - raw,2
also - quickli,1
also - plu,1
work - raw,1
work - plu,2
work - give,1
work - power,1
quickli - raw,1
quickli - file,1
quickli - also,1
quickli - plu,1
quickli - give,1
quickli - power,1
quickli - control,1
plu - also,1
plu - work,2
plu - quickli,1
plu - power,1
plu - control,1
plu - result,1
plu - look,2
give - work,1
give - quickli,1
give - power,1
give - look,1
power - work,1
power - quickli,1
power - plu,1
power - give,1
power - result,1
power - know,1
control - quickli,1
control - plu,1
control - look,1
control - know,1
control - orton,1
result - plu,1
result - power,1
result - know,1
result - orton,1
look - plu,2
look - give,1
look - control,1
look - orton,3
know - power,1
know - control,1
know - result,1
know - orton,1
know - effect,1
orton - control,1
orton - result,1
orton - look,3
orton - know,1
orton - work,1
effect - know,1
effect - walk,1
work - orton,1
work - let,1
work - favorit,1
let - work,1
let - walk,1
let - achiev,1
’ - walk,1
’ - achiev,1
walk - effect,1
walk - let,1
walk - ’,1
walk - favorit,1
walk - way,1
walk - achiev,1
walk - look,1
walk - photoshop,1
favorit - work,1
favorit - walk,1
favorit - achiev,1
way - walk,1
achiev - let,1
achiev - ’,1
achiev - walk,1
achiev - favorit,1
achiev - start,1
look - walk,1
photoshop - walk,1
start - achiev,1
start - orton,1
start - effect,1
start - straight-out-of-camera,2
: - orton,5
: - straight-out-of-camera,1
: - jpeg,1
creat - straight-out-of-camera,1
orton - start,1
orton - :,5
orton - straight-out-of-camera,1
orton - jpeg,1
orton - alway,1
effect - start,1
effect - straight-out-of-camera,1
effect - jpeg,1
effect - alway,1
straight-out-of-camera - start,2
straight-out-of-camera - :,1
straight-out-of-camera - creat,1
straight-out-of-camera - orton,1
straight-out-of-camera - effect,1
straight-out-of-camera - jpeg,1
"straight-out-of-camera - ,",1
straight-out-of-camera - alway,1
straight-out-of-camera - like,1
jpeg - :,1
jpeg - orton,1
jpeg - effect,1
jpeg - straight-out-of-camera,1
", - straight-out-of-camera",1
alway - orton,1
alway - effect,1
alway - straight-out-of-camera,1
alway - like,2
alway - appli,1
like - straight-out-of-camera,1
like - alway,2
like - basic,2
start - appli,1
raw - basic,1
raw - lightroom,1
file - basic,1
appli - alway,1
appli - start,1
appli - basic,1
appli - lightroom,2
basic - like,2
basic - raw,1
basic - file,1
basic - appli,1
basic - lightroom,1
lightroom - raw,1
lightroom - appli,2
lightroom - basic,1
lightroom - way,1
lightroom - ensur,1
way - lightroom,1
way - ensur,1
ensur - lightroom,1
ensur - way,1
ensur - best,1
ensur - send,1
ensur - photoshop,1
look - send,1
look - note,1
best - ensur,1
best - send,1
best - note,1
best - orton,1
send - ensur,1
send - look,1
send - best,1
send - photoshop,1
send - note,1
send - orton,1
send - effect,1
photoshop - ensur,1
photoshop - send,1
photoshop - note,1
note - look,1
note - best,1
note - send,1
note - photoshop,1
note - orton,1
note - effect,1
orton - best,1
orton - send,1
orton - note,1
effect - send,1
effect - note,1
effect - gener,1
appli - gener,1
appli - want,2
gener - effect,1
gener - appli,1
gener - sure,1
gener - approach,2
gener - fit,1
want - appli,2
want - sure,1
want - approach,1
want - fit,1
want - subject,1
make - approach,1
make - fit,1
make - matter,1
sure - gener,1
sure - want,1
sure - approach,1
sure - fit,1
sure - subject,1
sure - matter,1
approach - gener,2
approach - want,1
approach - make,1
approach - sure,1
approach - fit,1
approach - subject,1
approach - matter,1
approach - word,1
fit - gener,1
fit - want,1
fit - make,1
fit - sure,1
fit - approach,1
fit - subject,1
fit - matter,1
fit - word,1
"fit - ,",7
subject - want,1
subject - sure,1
subject - approach,1
subject - fit,1
subject - matter,1
subject - word,1
subject - choo,1
matter - make,1
matter - sure,1
matter - approach,1
matter - fit,1
matter - subject,1
matter - choo,1
matter - photo,1
word - approach,1
word - fit,1
word - subject,1
word - choo,1
", - fit",7
choo - subject,1
choo - matter,1
choo - word,1
choo - use,1
choo - ask,1
photo - matter,1
photo - ask,1
use - choo,1
use - ask,1
use - soft,1
ask - choo,1
ask - photo,1
ask - use,1
ask - :,1
ask - would,1
ask - soft,1
ask - pictori,1
: - ask,1
: - pictori,1
would - ask,1
would - pictori,2
would - look,3
soft - use,1
soft - ask,1
soft - pictori,1
soft - look,1
soft - suit,1
soft - photo,1
", - pictori",1
pictori - ask,1
pictori - :,1
pictori - would,2
pictori - soft,1
"pictori - ,",1
pictori - look,1
pictori - suit,1
pictori - photo,1
pictori - ?,1
look - would,3
look - soft,1
look - pictori,1
look - suit,2
look - look,2
suit - soft,1
suit - pictori,1
suit - look,2
suit - photo,1
suit - ?,2
suit - strang,1
photo - soft,1
photo - pictori,1
photo - suit,1
photo - strang,1
? - pictori,1
? - suit,2
? - strang,2
would - strang,1
look - strang,1
look - use,1
strang - suit,1
strang - photo,1
strang - ?,2
strang - would,1
strang - look,1
strang - like,1
strang - use,1
strang - orton,1
strang - natur,1
? - orton,3
like - strang,1
like - orton,1
like - natur,1
use - look,1
use - strang,1
use - natur,1
orton - strang,1
orton - ?,3
orton - like,1
orton - natur,1
orton - especi,1
orton - breathtak,1
natur - strang,1
natur - like,1
natur - use,1
natur - orton,1
natur - especi,1
natur - breathtak,1
natur - landscap,1
imag - close-up,1
", - close-up",2
especi - orton,1
especi - natur,1
especi - breathtak,1
especi - landscap,1
especi - close-up,1
especi - shot,1
especi - plant,1
breathtak - orton,1
breathtak - natur,1
breathtak - especi,1
breathtak - landscap,1
breathtak - close-up,1
breathtak - shot,1
breathtak - plant,1
landscap - natur,1
landscap - especi,1
landscap - breathtak,1
landscap - close-up,1
landscap - plant,1
close-up - imag,1
"close-up - ,",2
close-up - especi,1
close-up - breathtak,1
close-up - landscap,1
close-up - shot,1
close-up - plant,1
close-up - effect,1
close-up - enhanc,1
shot - especi,1
shot - breathtak,1
shot - close-up,1
shot - plant,1
shot - effect,1
shot - enhanc,1
plant - especi,1
plant - breathtak,1
plant - landscap,1
plant - close-up,1
plant - shot,1
plant - effect,1
plant - enhanc,1
plant - sky,1
plant - and/or,1
", - and/or",3
", - shallow",1
effect - close-up,1
effect - shot,1
effect - plant,1
effect - enhanc,2
effect - sky,2
effect - and/or,2
effect - shallow,2
effect - depth,2
enhanc - close-up,1
enhanc - shot,1
enhanc - plant,1
enhanc - effect,2
enhanc - sky,1
enhanc - and/or,1
enhanc - shallow,1
enhanc - depth,1
enhanc - field,1
sky - plant,1
sky - effect,2
sky - enhanc,1
sky - and/or,1
sky - shallow,1
sky - depth,1
sky - field,1
and/or - plant,1
"and/or - ,",3
and/or - effect,2
and/or - enhanc,1
and/or - sky,1
and/or - shallow,1
and/or - depth,1
and/or - field,1
and/or - .,1
"shallow - ,",1
shallow - effect,2
shallow - enhanc,1
shallow - sky,1
shallow - and/or,1
shallow - depth,1
shallow - field,1
shallow - .,1
shallow - howev,1
depth - effect,2
depth - enhanc,1
depth - sky,1
depth - and/or,1
depth - shallow,1
depth - howev,1
field - enhanc,1
field - sky,1
field - and/or,1
field - shallow,1
field - effect,1
field - .,1
field - howev,1
effect - field,1
effect - alon,1
. - and/or,1
. - shallow,1
. - field,1
howev - shallow,1
howev - depth,1
howev - field,1
howev - alon,1
howev - suggest,1
’ - suggest,1
alon - effect,1
alon - howev,1
alon - suggest,1
alon - orton,1
alon - glow,1
alon - look,1
alon - bit,1
suggest - howev,1
suggest - ’,1
suggest - alon,1
suggest - orton,1
suggest - glow,1
suggest - look,1
suggest - bit,1
suggest - odd,1
orton - alon,1
orton - suggest,1
orton - bit,1
orton - odd,1
glow - alon,1
glow - suggest,1
glow - look,1
glow - bit,1
glow - odd,1
glow - appli,1
glow - gritti,1
look - alon,1
look - suggest,1
look - glow,1
look - bit,1
look - odd,1
look - gritti,1
look - street,1
bit - alon,1
bit - suggest,1
bit - orton,1
bit - glow,1
bit - look,1
bit - odd,1
bit - gritti,1
bit - street,1
bit - photograph,3
odd - suggest,1
odd - orton,1
odd - glow,1
odd - look,1
odd - bit,1
odd - appli,1
odd - gritti,1
odd - street,1
odd - photograph,1
odd - tack-sharp,1
appli - glow,1
appli - odd,1
appli - gritti,1
appli - street,1
appli - tack-sharp,1
appli - product,1
gritti - glow,1
gritti - look,1
gritti - bit,1
gritti - odd,1
gritti - appli,1
gritti - street,1
gritti - photograph,1
gritti - tack-sharp,1
gritti - product,1
gritti - photo,1
street - look,1
street - bit,1
street - odd,1
street - appli,1
street - gritti,1
street - photograph,1
street - tack-sharp,1
street - product,1
street - photo,1
street - fill,1
photograph - bit,3
photograph - odd,1
photograph - gritti,1
photograph - street,1
photograph - tack-sharp,1
photograph - fill,1
photograph - lot,3
tack-sharp - odd,1
tack-sharp - appli,1
tack-sharp - gritti,1
tack-sharp - street,1
tack-sharp - photograph,1
tack-sharp - product,1
tack-sharp - photo,1
tack-sharp - fill,1
tack-sharp - lot,1
tack-sharp - fine,1
product - appli,1
product - gritti,1
product - street,1
product - tack-sharp,1
product - photo,1
product - fill,1
product - fine,1
product - detail,1
photo - gritti,1
photo - street,1
photo - tack-sharp,1
photo - product,1
photo - fill,2
photo - fine,2
fill - street,1
fill - photograph,1
fill - tack-sharp,1
fill - product,1
fill - photo,2
fill - lot,1
fill - fine,1
fill - detail,1
lot - photograph,3
lot - tack-sharp,1
lot - fill,1
lot - fine,1
lot - detail,1
lot - exampl,1
fine - tack-sharp,1
fine - product,1
fine - photo,2
fine - fill,1
fine - lot,1
fine - detail,1
fine - exampl,1
fine - imag,1
detail - product,1
detail - fill,1
detail - lot,1
detail - fine,1
detail - exampl,1
exampl - lot,1
exampl - fine,1
exampl - detail,1
exampl - orton,2
imag - fine,1
imag - tutori,1
’ - tutori,1
use - tutori,1
use - next,1
orton - exampl,2
orton - tutori,1
orton - next,2
orton - part,1
effect - tutori,1
effect - next,2
tutori - imag,1
tutori - ’,1
tutori - use,1
tutori - orton,1
tutori - effect,1
tutori - :,1
tutori - next,1
tutori - part,1
tutori - import,1
tutori - –,1
: - tutori,1
: - –,1
next - use,1
next - orton,2
next - effect,2
next - tutori,1
next - import,1
next - –,2
next - skip,1
part - orton,1
part - tutori,1
part - skip,1
import - tutori,1
import - next,1
import - skip,1
import - !,1
import - right-click,1
– - tutori,1
– - :,1
– - next,2
– - skip,1
– - right-click,1
’ - skip,1
’ - right-click,1
skip - next,1
skip - part,1
skip - import,1
skip - –,1
skip - ’,1
skip - !,1
skip - right-click,1
skip - photo,1
"skip - ,",1
skip - select,1
! - import,1
! - skip,1
! - right-click,1
right-click - import,1
right-click - –,1
